App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
TOEFL Prep & Practice from Magoosh,EDU,4.5,756,12M,"100,000+",0,0,Everyone,EDU,18-Jun-18,3.2.0,4.1 and up
GRE Prep & Practice by Magoosh,EDU,4.4,3963,Varies with device,"100,000+",0,0,Everyone,EDU,06-Jun-18,Varies with device,Varies with device
GRE® Flashcards by Kaplan,EDU,4,316,29M,"50,000+",0,0,Everyone,EDU,15-Feb-17,1.4,4.0 and up
SAT Vocabulary,EDU,4.2,642,Varies with device,"50,000+",0,0,Everyone,EDU,05-Jun-18,Varies with device,Varies with device
Magoosh GMAT Prep & Practice,EDU,4.3,1058,Varies with device,"100,000+",0,0,Everyone,EDU,18-Jun-18,Varies with device,Varies with device
SAT Flashcards: Prep & Vocabulary,EDU,4.2,2277,Varies with device,"100,000+",0,0,Everyone,EDU,07-Nov-17,Varies with device,Varies with device
Khan Academy,EDU,4.6,85375,21M,"5,000,000+",0,0,Everyone,EDU,27-Jul-18,5.0.0,4.1 and up
TED,EDU,4.6,181893,18M,"10,000,000+",0,0,Everyone 10+,EDU,27-Jul-18,3.2.5,4.1 and up
Duolingo: Learn Languages Free,EDU,4.7,6290507,Varies with device,"100,000,000+",0,0,Everyone,EDU;EDU,01-Aug-18,Varies with device,Varies with device
Quizlet: Learn Languages & Vocab with Flashcards,EDU,4.6,211856,Varies with device,"10,000,000+",0,0,Everyone,EDU,01-Aug-18,Varies with device,Varies with device
Coursera: Online courses,EDU,4.4,90481,Varies with device,"5,000,000+",0,0,Everyone,EDU,27-Jul-18,Varies with device,Varies with device
Udemy - Online Courses,EDU,4.5,99020,18M,"1,000,000+",0,0,Everyone,EDU,02-Aug-18,5.0.4,5.0 and up
Udacity - Lifelong Learning,EDU,4.3,22384,17M,"1,000,000+",0,0,Everyone,EDU,31-Jul-18,4.7.0,5.0 and up
"edX - Online Courses by Harvard, MIT & more",EDU,4.6,32380,10M,"1,000,000+",0,0,Everyone 10+,EDU,15-Jul-18,2.15.1,4.1 and up
Rosetta Stone: Learn to Speak & Read New Languages,EDU,4.5,172505,76M,"5,000,000+",0,0,Everyone,EDU;EDU,27-Jun-18,5.2.1,5.0 and up
Google Classroom,EDU,4.2,69493,Varies with device,"10,000,000+",0,0,Everyone,EDU,19-Jul-18,Varies with device,Varies with device
Lynda - Online Training Videos,EDU,4.2,8599,17M,"1,000,000+",0,0,Everyone,EDU,11-Jul-18,4.9.10,4.1 and up
"Learn languages, grammar & vocabulary with Memrise",EDU,4.7,1107884,Varies with device,"10,000,000+",0,0,Everyone,EDU,02-Aug-18,Varies with device,Varies with device
Brilliant,EDU,4.5,41185,Varies with device,"1,000,000+",0,0,Everyone,EDU,03-Aug-18,Varies with device,Varies with device
LinkedIn Learning: Online Courses to Learn Skills,EDU,4.6,7973,18M,"1,000,000+",0,0,Everyone,EDU,27-Jul-18,0.29.74,4.4 and up
Babbel – Learn Languages,EDU,4.3,266935,21M,"10,000,000+",0,0,Everyone,EDU,30-Jul-18,20.7.2,4.4 and up
Learn English with Phrases,EDU,4.2,5695,Varies with device,"1,000,000+",0,0,Everyone,EDU,28-Sep-17,Varies with device,Varies with device
Free english course,EDU,4.7,142632,6.9M,"5,000,000+",0,0,Everyone,EDU,12-Jul-18,2.8,4.1 and up
Duolingo: Learn Languages Free,EDU,4.7,6290507,Varies with device,"100,000,000+",0,0,Everyone,EDU;EDU,01-Aug-18,Varies with device,Varies with device
Learn 50 languages,EDU,4.4,55256,14M,"5,000,000+",0,0,Everyone,EDU,19-Jun-18,10.9.1,4.0 and up
Rosetta Stone: Learn to Speak & Read New Languages,EDU,4.5,172508,76M,"5,000,000+",0,0,Everyone,EDU;EDU,27-Jun-18,5.2.1,5.0 and up
Babbel – Learn Spanish,EDU,4.4,54798,11M,"1,000,000+",0,0,Everyone,EDU,30-Jul-18,20.7.2,4.4 and up
Mango Languages: Lovable Language Courses,EDU,4,4815,19M,"500,000+",0,0,Everyone,EDU,17-Jul-18,4.2.3,4.2 and up
Learn English with Aco,EDU,4.6,75112,6.5M,"1,000,000+",0,0,Everyone,EDU,11-Nov-17,2.09,4.1 and up
Learn to Speak English,EDU,4.4,33646,7.0M,"1,000,000+",0,0,Everyone,EDU,15-Jul-18,2.3.9,4.0 and up
"Learn languages, grammar & vocabulary with Memrise",EDU,4.7,1107903,Varies with device,"10,000,000+",0,0,Everyone,EDU,02-Aug-18,Varies with device,Varies with device
Learn English with Wlingua,EDU,4.7,314300,3.3M,"10,000,000+",0,0,Everyone,EDU,02-May-18,1.94.9,4.0 and up
"busuu: Learn Languages - Spanish, English & More",EDU,4.3,206527,21M,"10,000,000+",0,0,Everyone 10+,EDU,01-Aug-18,13.9.0.161,5.0 and up
My Class Schedule: Timetable,EDU,4.1,9348,Varies with device,"1,000,000+",0,0,Everyone,EDU,01-Jun-16,Varies with device,Varies with device
Study Checker,EDU,4.2,3816,2.6M,"500,000+",0,0,Everyone,EDU,04-May-16,3.6.0.115_FN,2.3 and up
My Study Life - School Planner,EDU,4.3,47847,21M,"1,000,000+",0,0,Everyone,EDU,13-Jun-17,6.1.3,4.0.3 and up
HomeWork,EDU,4.3,16195,5.2M,"1,000,000+",0,0,Everyone,EDU,20-Sep-16,8.5.2,4.0 and up
Next Gen Science Standards,EDU,4.3,206,18M,"50,000+",0,0,Everyone,EDU,20-Dec-16,1.12.1,2.3 and up
myHomework Student Planner,EDU,4,28392,Varies with device,"1,000,000+",0,0,Everyone,EDU,07-Mar-18,Varies with device,Varies with device
Teacher's Gradebook - Additio,EDU,4.2,3241,16M,"100,000+",0,0,Everyone,EDU,01-Aug-18,4.8.2,4.0.3 and up
Common Core,EDU,4,835,15M,"100,000+",0,0,Everyone,EDU,20-Dec-16,2.3.1,2.3 and up
Homework Planner,EDU,4,2525,1.2M,"100,000+",0,0,Everyone,EDU,11-Jan-15,15.9.4,4.0 and up
TeachersPayTeachers,EDU,3.8,828,Varies with device,"100,000+",0,0,Everyone,EDU,01-Oct-17,Varies with device,Varies with device
Quizlet: Learn Languages & Vocab with Flashcards,EDU,4.6,211856,Varies with device,"10,000,000+",0,0,Everyone,EDU,01-Aug-18,Varies with device,Varies with device
Edmodo,EDU,4.1,200058,18M,"10,000,000+",0,0,Everyone,EDU,20-Jul-18,9.12.5,4.0.3 and up
Socrative Teacher,EDU,3.9,1239,1.8M,"100,000+",0,0,Everyone,EDU,29-Jul-16,4.4.1,3.2 and up
Training schedule - AllUniver,EDU,4.1,702,7.6M,"10,000+",0,0,Everyone,EDU,16-Oct-17,5,4.4 and up
Remind: School COMM,EDU,4.5,108613,Varies with device,"10,000,000+",0,0,Everyone,EDU,03-Aug-18,Varies with device,Varies with device
Google Classroom,EDU,4.2,69498,Varies with device,"10,000,000+",0,0,Everyone,EDU,19-Jul-18,Varies with device,Varies with device
ClassDojo,EDU,4.4,148550,59M,"10,000,000+",0,0,Everyone,EDU;EDU,03-Aug-18,4.21.1,4.1 and up
Duolingo: Learn Languages Free,EDU,4.7,6290507,Varies with device,"100,000,000+",0,0,Everyone,EDU;EDU,01-Aug-18,Varies with device,Varies with device
Lerni. Learn languages.,EDU,4,3847,6.9M,"500,000+",0,0,Everyone,EDU,25-Oct-17,3.1.3,3.0 and up
Learn 50 languages,EDU,4.4,55256,14M,"5,000,000+",0,0,Everyone,EDU,19-Jun-18,10.9.1,4.0 and up
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDU,4.4,84309,41M,"5,000,000+",0,0,Everyone,EDU,25-Jul-18,2.6.6,4.1 and up
Mango Languages: Lovable Language Courses,EDU,4,4815,19M,"500,000+",0,0,Everyone,EDU,17-Jul-18,4.2.3,4.2 and up
Rosetta Stone: Learn to Speak & Read New Languages,EDU,4.5,172508,76M,"5,000,000+",0,0,Everyone,EDU;EDU,27-Jun-18,5.2.1,5.0 and up
"Learn languages, grammar & vocabulary with Memrise",EDU,4.7,1107948,Varies with device,"10,000,000+",0,0,Everyone,EDU,02-Aug-18,Varies with device,Varies with device
Babbel – Learn Languages,EDU,4.3,266948,21M,"10,000,000+",0,0,Everyone,EDU,30-Jul-18,20.7.2,4.4 and up
Innovative: Learn 34 Languages,EDU,4.5,14206,21M,"500,000+",0,0,Everyone,EDU,26-Jul-18,1.16,3.0 and up
"busuu: Learn Languages - Spanish, English & More",EDU,4.3,206532,21M,"10,000,000+",0,0,Everyone 10+,EDU,01-Aug-18,13.9.0.161,5.0 and up
My Class Schedule: Timetable,EDU,4.1,9348,Varies with device,"1,000,000+",0,0,Everyone,EDU,01-Jun-16,Varies with device,Varies with device
Chegg Study - Homework Help,EDU,4.3,14700,21M,"1,000,000+",0,0,Everyone,EDU,30-Jul-18,5.7.0,4.4 and up
Canvas Student,EDU,4.5,42828,Varies with device,"1,000,000+",0,0,Everyone,EDU,20-Jul-18,Varies with device,Varies with device
Timetable,EDU,4.2,40209,Varies with device,"1,000,000+",0,0,Everyone,EDU,24-May-18,Varies with device,Varies with device
Socratic - Math Answers & Homework Help,EDU,4.6,37862,5.4M,"1,000,000+",0,0,Everyone,EDU,07-Jun-18,1.8.1,4.1 and up
EasyBib: Citation Generator,EDU,3.5,1405,7.3M,"100,000+",0,0,Everyone,EDU,29-Mar-18,2.4.4,4.0 and up
Google Classroom,EDU,4.2,69498,Varies with device,"10,000,000+",0,0,Everyone,EDU,19-Jul-18,Varies with device,Varies with device
ClassDojo,EDU,4.4,148549,59M,"10,000,000+",0,0,Everyone,EDU;EDU,03-Aug-18,4.21.1,4.1 and up
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDU,4.4,84311,41M,"5,000,000+",0,0,Everyone,EDU,25-Jul-18,2.6.6,4.1 and up
Quizlet: Learn Languages & Vocab with Flashcards,EDU,4.6,211856,Varies with device,"10,000,000+",0,0,Everyone,EDU,01-Aug-18,Varies with device,Varies with device
"busuu: Learn Languages - Spanish, English & More",EDU,4.3,206532,21M,"10,000,000+",0,0,Everyone 10+,EDU,01-Aug-18,13.9.0.161,5.0 and up
Rosetta Stone: Learn to Speak & Read New Languages,EDU,4.5,172508,76M,"5,000,000+",0,0,Everyone,EDU;EDU,27-Jun-18,5.2.1,5.0 and up
SoloLearn: Learn to Code for Free,EDU,4.8,256079,7.6M,"1,000,000+",0,0,Teen,EDU,12-Jul-18,2.2.4,4.0.3 and up
Kids Learn Languages by Mondly,EDU,4.4,2078,Varies with device,"100,000+",0,0,Everyone,EDU;EDU,24-Dec-17,1.0.2,4.1 and up
Blinkist - Nonfiction Books,EDU,4.1,16103,13M,"1,000,000+",0,0,Everyone,EDU,31-Jul-18,5.7.1,4.1 and up
Sago Mini Hat Maker,EDU,4.9,11,63M,"1,000+",1,$3.99 ,Everyone,EDU;Pretend Play,24-Jul-17,1,4.0.3 and up
Fuzzy Numbers: Pre-K Number Foundation,EDU,4.7,21,44M,"1,000+",1,$5.99 ,Everyone,EDU;EDU,21-Jul-17,1.3,4.1 and up
Toca Life: City,EDU,4.7,31085,24M,"500,000+",1,$3.99 ,Everyone,EDU;Pretend Play,06-Jul-18,1.5-play,4.4 and up
Toca Life: Hospital,EDU,4.7,3528,24M,"100,000+",1,$3.99 ,Everyone,EDU;Pretend Play,12-Jun-18,1.1.1-play,4.4 and up
Netflix,ENTERTAIN,4.4,5456208,Varies with device,"100,000,000+",0,0,Teen,ENTERTAIN,31-Jul-18,Varies with device,Varies with device
Complete Spanish Movies,ENTERTAIN,4,11656,4.5M,"1,000,000+",0,0,Everyone,ENTERTAIN,20-Jan-18,1.02,4.0.3 and up
Pluto TV - It’s Free TV,ENTERTAIN,4.2,28948,Varies with device,"1,000,000+",0,0,Teen,ENTERTAIN,04-Aug-18,Varies with device,Varies with device
Tubi TV - Free Movies & TV,ENTERTAIN,4.3,296771,11M,"10,000,000+",0,0,Teen,ENTERTAIN,15-Jul-18,2.13.5,4.1 and up
YouTube Kids,ENTERTAIN,4.5,470089,Varies with device,"50,000,000+",0,0,Everyone,ENTERTAIN;Music & Video,03-Aug-18,3.43.3,4.1 and up
Mobile TV,ENTERTAIN,3.5,10939,4.6M,"10,000,000+",0,0,Everyone,ENTERTAIN,28-Apr-16,2.05.0010,5.0 and up
TV+,ENTERTAIN,4.2,98509,Varies with device,"5,000,000+",0,0,Everyone,ENTERTAIN,28-Jun-18,Varies with device,Varies with device
Digital TV,ENTERTAIN,3.1,5241,Varies with device,"5,000,000+",0,0,Everyone,ENTERTAIN,06-Jun-18,Varies with device,6.0 and up
Motorola Spotlight Player™,ENTERTAIN,4.6,22508,3.3M,"10,000,000+",0,0,Everyone,ENTERTAIN,16-Jul-15,v1.8b22p13,4.2 and up
Vigo Lite,ENTERTAIN,4.2,10291,6.5M,"5,000,000+",0,0,Teen,ENTERTAIN,04-Aug-18,3.7.3,4.0.3 and up
Google Play Games,ENTERTAIN,4.3,7165362,Varies with device,"1,000,000,000+",0,0,Teen,ENTERTAIN,16-Jul-18,Varies with device,Varies with device
Hotstar,ENTERTAIN,4.3,4885646,Varies with device,"100,000,000+",0,0,Teen,ENTERTAIN,03-Aug-18,Varies with device,Varies with device
"Peers.TV: broadcast TV channels First, Match TV, TNT ...",ENTERTAIN,4.1,141980,Varies with device,"5,000,000+",0,0,Teen,ENTERTAIN,30-Jul-18,Varies with device,Varies with device
The green alien dance,ENTERTAIN,3.8,6979,12M,"1,000,000+",0,0,Everyone,ENTERTAIN,05-Jul-18,1.03,4.0 and up
Spectrum TV,ENTERTAIN,3.4,46618,Varies with device,"5,000,000+",0,0,Teen,ENTERTAIN,19-Jul-18,Varies with device,Varies with device
H TV,ENTERTAIN,4.3,103078,5.6M,"5,000,000+",0,0,Everyone,ENTERTAIN,05-Jul-18,4.6.2,2.3.3 and up
StarTimes - Live International Champions Cup,ENTERTAIN,4.4,17682,9.7M,"1,000,000+",0,0,Everyone,ENTERTAIN,03-Aug-18,5.2,4.0.3 and up
Cinematic Cinematic,ENTERTAIN,4.4,37000,15M,"1,000,000+",0,0,Mature 17+,ENTERTAIN,21-Jun-18,4.0.5,4.1 and up
MEGOGO - Cinema and TV,ENTERTAIN,4,175528,Varies with device,"10,000,000+",0,0,Everyone,ENTERTAIN,03-Aug-18,Varies with device,Varies with device
Talking Angela,ENTERTAIN,3.7,1828284,52M,"100,000,000+",0,0,Everyone,ENTERTAIN,12-Jul-18,2.8.2,4.1 and up
DStv Now,ENTERTAIN,3.9,34923,Varies with device,"5,000,000+",0,0,Teen,ENTERTAIN,27-Jul-18,Varies with device,Varies with device
ivi - movies and TV shows in HD,ENTERTAIN,4.5,684116,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,31-Jul-18,Varies with device,4.2 and up
Radio Javan,ENTERTAIN,4.4,46916,4.5M,"1,000,000+",0,0,Everyone,ENTERTAIN,18-Jul-18,7.3,4.2 and up
Viki: Asian TV Dramas & Movies,ENTERTAIN,4.3,407698,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,27-Jul-18,Varies with device,Varies with device
Talking Ginger 2,ENTERTAIN,4.2,702975,49M,"50,000,000+",0,0,Everyone,ENTERTAIN,05-Jul-18,2.6.6.11,4.1 and up
Girly Lock Screen Wallpaper with Quotes,ENTERTAIN,4.2,32458,18M,"5,000,000+",0,0,Everyone,ENTERTAIN,19-Jun-18,2.2,4.1 and up
No.Draw - Colors by Number 2018,ENTERTAIN,4.5,235496,13M,"10,000,000+",0,0,Everyone,ENTERTAIN;Brain Games,29-Jul-18,1.2.0,4.1 and up
🔥 Football Wallpapers 4K | Full HD Backgrounds 😍,ENTERTAIN,4.7,11661,4.0M,"1,000,000+",0,0,Everyone,ENTERTAIN,14-Jul-18,1.1.3.2,4.0.3 and up
"Movies by Flixster, with Rotten Tomatoes",ENTERTAIN,4.5,653008,16M,"10,000,000+",0,0,Everyone,ENTERTAIN,20-Jun-18,9.1.4,4.4 and up
Low Poly – Puzzle art game,ENTERTAIN,4.5,23063,17M,"1,000,000+",0,0,Everyone,ENTERTAIN;Brain Games,03-Aug-18,1.0.9,4.1 and up
BBC Media Player,ENTERTAIN,3.4,87384,Varies with device,"10,000,000+",0,0,Everyone,ENTERTAIN,14-Sep-16,Varies with device,Varies with device
Amazon Prime Video,ENTERTAIN,4.2,411683,24M,"50,000,000+",0,0,Teen,ENTERTAIN,02-Aug-18,3.0.231.18141,4.1 and up
Adult Glitter Color by Number Book - Sandbox Pages,ENTERTAIN,4.3,8918,Varies with device,"1,000,000+",0,0,Everyone,ENTERTAIN;Creativity,21-Jul-18,1.7,4.4 and up
IMDb Movies & TV,ENTERTAIN,4.2,501498,12M,"100,000,000+",0,0,Teen,ENTERTAIN,26-Jul-18,Varies with device,Varies with device
Twitch: Livestream Multiplayer Games & Esports,ENTERTAIN,4.6,2133296,Varies with device,"50,000,000+",0,0,Teen,ENTERTAIN,31-Jul-18,Varies with device,Varies with device
Ziggo GO,ENTERTAIN,4.1,29690,78M,"1,000,000+",0,0,Teen,ENTERTAIN,03-Aug-18,2.3.34 Prod,4.3 and up
YouTube Gaming,ENTERTAIN,4.2,130549,Varies with device,"5,000,000+",0,0,Teen,ENTERTAIN,27-Jun-18,2.08.78.2,4.1 and up
PlayStation App,ENTERTAIN,4.2,613059,25M,"50,000,000+",0,0,Everyone,ENTERTAIN,26-Jul-18,18.07.0,4.1 and up
Talking Ben the Dog,ENTERTAIN,4.3,1633682,57M,"100,000,000+",0,0,Everyone,ENTERTAIN,03-Jul-18,3.5.2.2,4.1 and up
"Red Bull TV: Live Sports, Music & ENTERTAIN",ENTERTAIN,4.4,42050,Varies with device,"1,000,000+",0,0,Teen,ENTERTAIN,03-Aug-18,Varies with device,Varies with device
Trailer Addict Movie Trailers,ENTERTAIN,3.9,2646,9.1M,"100,000+",0,0,Teen,ENTERTAIN,14-Feb-18,2.2.0,4.2 and up
Cinemark Theatres,ENTERTAIN,4.1,21867,39M,"1,000,000+",0,0,Teen,ENTERTAIN,12-Jul-18,2.19.0,5.0 and up
Regal Cinemas,ENTERTAIN,4.3,32732,Varies with device,"1,000,000+",0,0,Everyone,ENTERTAIN,19-Jul-18,Varies with device,Varies with device
"Movies by Flixster, with Rotten Tomatoes",ENTERTAIN,4.5,653008,16M,"10,000,000+",0,0,Everyone,ENTERTAIN,20-Jun-18,9.1.4,4.4 and up
Fandango Movies - Times + Tickets,ENTERTAIN,4.6,243747,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,02-Aug-18,Varies with device,Varies with device
Marcus Theatres,ENTERTAIN,3.6,2639,8.5M,"100,000+",0,0,Everyone,ENTERTAIN,07-Feb-18,2.9.43,6.0 and up
Harkins Theatres,ENTERTAIN,4.3,1511,12M,"100,000+",0,0,Everyone,ENTERTAIN,11-Jun-18,2.1.1,4.1 and up
AMC Theatres,ENTERTAIN,4.3,44550,72M,"1,000,000+",0,0,Everyone,ENTERTAIN,18-Jul-18,6.18.3,5.0 and up
IMDb Movies & TV,ENTERTAIN,4.2,501497,12M,"100,000,000+",0,0,Teen,ENTERTAIN,26-Jul-18,Varies with device,Varies with device
Netflix,ENTERTAIN,4.4,5456208,Varies with device,"100,000,000+",0,0,Teen,ENTERTAIN,31-Jul-18,Varies with device,Varies with device
Food Network,ENTERTAIN,4.1,7813,Varies with device,"500,000+",0,0,Teen,ENTERTAIN,27-Jul-18,Varies with device,Varies with device
Cooking Channel,ENTERTAIN,4.1,1033,16M,"100,000+",0,0,Teen,ENTERTAIN,27-Jul-18,Varies with device,Varies with device
Animal Planet GO,ENTERTAIN,4.2,2442,9.6M,"100,000+",0,0,Teen,ENTERTAIN,24-Jul-18,2.9.4,4.1 and up
"VRV: Anime, game videos & more",ENTERTAIN,3.9,15254,Varies with device,"1,000,000+",0,0,Teen,ENTERTAIN,19-Jun-18,Varies with device,Varies with device
DramaFever: Stream Asian Drama Shows & Movies,ENTERTAIN,4.2,155234,22M,"1,000,000+",0,0,Teen,ENTERTAIN,01-Aug-18,01.01.66,4.4 and up
Crunchyroll - Everything Anime,ENTERTAIN,3.7,310066,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,05-Mar-18,Varies with device,Varies with device
Investigation Discovery GO,ENTERTAIN,4.5,12216,13M,"1,000,000+",0,0,Teen,ENTERTAIN,24-Jul-18,2.9.4,4.1 and up
Crackle - Free TV & Movies,ENTERTAIN,3.7,388089,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,12-Apr-18,Varies with device,Varies with device
CBS - Full Episodes & Live TV,ENTERTAIN,3.8,92058,12M,"10,000,000+",0,0,Teen,ENTERTAIN,20-Jul-18,4.8.6,4.1 and up
STARZ,ENTERTAIN,4.3,88185,Varies with device,"10,000,000+",0,0,Mature 17+,ENTERTAIN,20-Jun-18,Varies with device,Varies with device
Acorn TV: World-class TV from Britain and Beyond,ENTERTAIN,3,493,23M,"50,000+",0,0,Everyone,ENTERTAIN,15-Jun-18,2.0.0,4.4 and up
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAIN,4.1,33387,20M,"1,000,000+",0,0,Teen,ENTERTAIN,16-Jul-18,3.1.4,4.4 and up
Nick,ENTERTAIN,4.2,123279,25M,"10,000,000+",0,0,Everyone 10+,ENTERTAIN;Music & Video,24-Jan-18,2.0.8,4.4 and up
VH1,ENTERTAIN,4.1,27424,17M,"1,000,000+",0,0,Teen,ENTERTAIN,08-Jul-18,11.45.0,4.4 and up
FOX NOW - On Demand & Live TV,ENTERTAIN,3.9,60841,Varies with device,"5,000,000+",0,0,Teen,ENTERTAIN,26-Jul-18,Varies with device,4.4 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAIN,4,29706,19M,"1,000,000+",0,0,Teen,ENTERTAIN,16-Jul-18,3.1.4,4.4 and up
The CW,ENTERTAIN,4.4,288150,21M,"5,000,000+",0,0,Teen,ENTERTAIN,23-Jul-18,2.17,4.4 and up
BET NOW - Watch Shows,ENTERTAIN,4.2,14807,19M,"1,000,000+",0,0,Teen,ENTERTAIN,08-Jul-18,11.45.0,4.4 and up
"Hulu: Stream TV, Movies & more",ENTERTAIN,4,319692,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,03-Aug-18,Varies with device,5.0 and up
HBO NOW: Stream TV & Movies,ENTERTAIN,3.9,61201,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,19-Jul-18,Varies with device,Varies with device
Univision NOW - Live TV and On Demand,ENTERTAIN,4,22998,Varies with device,"1,000,000+",0,0,Teen,ENTERTAIN,27-Jun-18,8.0626,Varies with device
SHOWTIME,ENTERTAIN,4.2,12398,Varies with device,"1,000,000+",0,0,Teen,ENTERTAIN,02-Jul-18,Varies with device,Varies with device
Lifetime - Watch Full Episodes & Original Movies,ENTERTAIN,4,35928,19M,"1,000,000+",0,0,Teen,ENTERTAIN,16-Jul-18,3.1.4,4.4 and up
SeriesGuide – Show & Movie Manager,ENTERTAIN,4.3,64448,4.4M,"1,000,000+",0,0,Mature 17+,ENTERTAIN,21-Jul-18,43,4.0.3 and up
Comedy Central,ENTERTAIN,3.9,22378,19M,"1,000,000+",0,0,Teen,ENTERTAIN,08-Jul-18,11.45.0,4.4 and up
IMDb Movies & TV,ENTERTAIN,4.2,501498,12M,"100,000,000+",0,0,Teen,ENTERTAIN,26-Jul-18,Varies with device,Varies with device
Netflix,ENTERTAIN,4.4,5456599,Varies with device,"100,000,000+",0,0,Teen,ENTERTAIN,31-Jul-18,Varies with device,Varies with device
Tubi TV - Free Movies & TV,ENTERTAIN,4.3,296829,11M,"10,000,000+",0,0,Teen,ENTERTAIN,15-Jul-18,2.13.5,4.1 and up
Crunchyroll - Everything Anime,ENTERTAIN,3.7,310095,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,05-Mar-18,Varies with device,Varies with device
STARZ,ENTERTAIN,4.3,88185,Varies with device,"10,000,000+",0,0,Mature 17+,ENTERTAIN,20-Jun-18,Varies with device,Varies with device
Crackle - Free TV & Movies,ENTERTAIN,3.7,388089,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,12-Apr-18,Varies with device,Varies with device
CBS - Full Episodes & Live TV,ENTERTAIN,3.8,92058,12M,"10,000,000+",0,0,Teen,ENTERTAIN,20-Jul-18,4.8.6,4.1 and up
Nick,ENTERTAIN,4.2,123279,25M,"10,000,000+",0,0,Everyone 10+,ENTERTAIN;Music & Video,24-Jan-18,2.0.8,4.4 and up
"Hulu: Stream TV, Movies & more",ENTERTAIN,4,319691,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,03-Aug-18,Varies with device,5.0 and up
FOX NOW - On Demand & Live TV,ENTERTAIN,3.9,60841,Varies with device,"5,000,000+",0,0,Teen,ENTERTAIN,26-Jul-18,Varies with device,4.4 and up
The CW,ENTERTAIN,4.4,288150,21M,"5,000,000+",0,0,Teen,ENTERTAIN,23-Jul-18,2.17,4.4 and up
CW Seed,ENTERTAIN,4.5,16372,13M,"500,000+",0,0,Teen,ENTERTAIN,18-Jul-18,1.16,4.4 and up
The NBC App - Watch Live TV and Full Episodes,ENTERTAIN,4.1,58028,17M,"5,000,000+",0,0,Teen,ENTERTAIN,05-Jul-18,4.18.1,4.1 and up
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAIN,4.1,33387,20M,"1,000,000+",0,0,Teen,ENTERTAIN,16-Jul-18,3.1.4,4.4 and up
HBO NOW: Stream TV & Movies,ENTERTAIN,3.9,61201,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,19-Jul-18,Varies with device,Varies with device
WWE,ENTERTAIN,4.5,736864,20M,"10,000,000+",0,0,Teen,ENTERTAIN,19-Jan-18,3.17.2,4.1 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAIN,4,29706,19M,"1,000,000+",0,0,Teen,ENTERTAIN,16-Jul-18,3.1.4,4.4 and up
VH1,ENTERTAIN,4.1,27424,17M,"1,000,000+",0,0,Teen,ENTERTAIN,08-Jul-18,11.45.0,4.4 and up
Universal Kids,ENTERTAIN,3.6,1968,21M,"500,000+",0,0,Everyone,ENTERTAIN;Music & Video,24-May-18,3.3.1.41,4.4 and up
MTV,ENTERTAIN,3.8,35279,15M,"1,000,000+",0,0,Teen,ENTERTAIN,08-Jul-18,11.45.0,4.4 and up
Lifetime - Watch Full Episodes & Original Movies,ENTERTAIN,4,35931,19M,"1,000,000+",0,0,Teen,ENTERTAIN,16-Jul-18,3.1.4,4.4 and up
BET NOW - Watch Shows,ENTERTAIN,4.2,14807,19M,"1,000,000+",0,0,Teen,ENTERTAIN,08-Jul-18,11.45.0,4.4 and up
LEGO® TV,ENTERTAIN,3.7,17247,7.2M,"1,000,000+",0,0,Everyone 10+,ENTERTAIN;Music & Video,04-Aug-18,4.0.2,5.0 and up
HBO GO: Stream with TV Package,ENTERTAIN,3.8,87723,32M,"10,000,000+",0,0,Teen,ENTERTAIN,19-Jul-18,16.0.0.437,4.1 and up
Showtime Anytime,ENTERTAIN,3.7,18523,Varies with device,"1,000,000+",0,0,Teen,ENTERTAIN,02-Jul-18,Varies with device,Varies with device
PlayKids - EDUal cartoons and games for kids,ENTERTAIN,4.1,182103,Varies with device,"10,000,000+",0,0,Everyone,ENTERTAIN;Music & Video,30-Jul-18,Varies with device,Varies with device
FOX,ENTERTAIN,3.7,197774,44M,"10,000,000+",0,0,Mature 17+,ENTERTAIN,25-Jun-18,6.6.1,4.4 and up
Telemundo Now,ENTERTAIN,3.9,8674,19M,"1,000,000+",0,0,Teen,ENTERTAIN,25-May-18,3.3.1.42,4.4 and up
Netflix,ENTERTAIN,4.4,5456708,Varies with device,"100,000,000+",0,0,Teen,ENTERTAIN,31-Jul-18,Varies with device,Varies with device
